,index,metric,_RF_Regressor,_AdaBoost_Regressor,_XGB_Regressor
0,235,MAE,199.3944585787442,168.77732128184059,46.79941019075467
1,235,RMSE,293.28184469270053,229.94676958961628,85.68020385942903
2,235,R2,0.90645647542069,0.9475497162528423,0.9936855021908025
3,235,MAPE,9.469231337518393,9.877247526465364,2.2997337767120962
4,235,MedAE,143.1925745175597,146.0,25.385498046875
5,235,MSE,86014.24042635331,52875.51684470008,7341.097333393318
6,240,MAE,6.858200607412796,0.8792111750205424,19.361591970518955
7,240,RMSE,16.849232522537616,1.655646944132549,43.61891902952079
8,240,R2,0.9088603877918146,0.9992531782771666,-1.3963680342367515
9,240,MAPE,25.384988336432873,16.731794846597843,64.07174776958672
10,240,MedAE,2.853093298857985,0.0,6.695827484130859
11,240,MSE,283.8966365985393,2.7411668036154477,1902.6100973038906
12,251,MAE,38.25212206603905,2.105176663927691,44.774675022899466
13,251,RMSE,60.444791346872684,5.677587877652219,73.63649099903259
14,251,R2,0.9509925331957614,0.999620659377703,0.9260669358791898
15,251,MAPE,8.736590340991786,0.9262073369968201,10.281648959582695
16,251,MedAE,23.11998828948822,0.0,25.99298095703125
17,251,MSE,3653.5728009669747,32.235004108463436,5422.332806650607
18,260,MAE,28.412537302998285,0.7888249794576828,42.0247041612937
19,260,RMSE,48.1241319917473,2.5133987700237586,69.53437549512931
20,260,R2,0.9570748052381509,0.9998980406519203,0.9076952078024503
21,260,MAPE,10.369104225862307,0.6031619095482894,15.72397042452192
22,260,MedAE,18.015790135239627,0.0,26.319244384765625
23,260,MSE,2315.932079959116,6.317173377156943,4835.02937549764
24,264,MAE,29.593431699139998,2.3179950698438785,17.822645941227307
25,264,RMSE,51.81129354225748,5.41286394970762,44.51583692959679
26,264,R2,0.9446956922334306,0.9994890954233456,0.9595750660440914
27,264,MAPE,10.955531742466874,1.5602930176131167,6.495395406350248
28,264,MedAE,18.68598957739016,0.0,9.3494873046875
29,264,MSE,2684.410138521972,29.299096138044373,1981.6597375424533
